                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1991,                 2.0993,                0.87622,                0.56863,                0.46224,                0.47247,                0.31224,                  1.021,                0.93899,                0.84455,             0.00017503,             0.00017503,             0.00017503
                      2,                 1.0244,                 1.0916,                0.84855,                 0.5304,                0.54003,                0.52572,                0.35009,                0.96255,                 0.7305,                0.83845,             0.00017694,             0.00017694,             0.00017694
